,Choline Chloride-stock,Acetylcholine Chloride-stock,Tetraethylammonium Chloride-stock,Tetrapropylammonium Bromide-stock,Tetraethylammonium Iodide-stock,Ethylene Glycol-stock,Glycerol-stock,Acetamide-stock,"N,N-dimethylurea-stock",3-phenylpropionic acid-stock,Urea-stock,L-serine-stock,4-amino triazole-stock,Xylitol-stock,Phenylacetic acid-stock
0,97.67441860465117,0.0,0.0,0.0,0.0,502.3255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,182.60869565217394,0.0,0.0,0.0,0.0,417.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,257.1428571428571,0.0,0.0,0.0,0.0,342.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,291.0891089108911,0.0,0.0,0.0,0.0,308.91089108910893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,323.0769230769231,0.0,0.0,0.0,0.0,276.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,353.27102803738313,0.0,0.0,0.0,0.0,246.7289719626168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,381.81818181818187,0.0,0.0,0.0,0.0,218.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,408.849557522124,0.0,0.0,0.0,0.0,191.15044247787606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,434.48275870273716,0.0,0.0,0.0,0.0,165.5172412972629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,481.9672131108503,0.0,0.0,0.0,0.0,118.03278688914972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,524.9999999418,0.0,0.0,0.0,0.0,75.00000005820003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,564.179104477612,0.0,0.0,0.0,0.0,35.820895522388064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,97.67441860465117,0.0,0.0,0.0,0.0,0.0,502.3255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,182.60869565217394,0.0,0.0,0.0,0.0,0.0,417.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,257.1428571428571,0.0,0.0,0.0,0.0,0.0,342.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,291.0891089108911,0.0,0.0,0.0,0.0,0.0,308.91089108910893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,323.0769230769231,0.0,0.0,0.0,0.0,0.0,276.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,353.27102803738313,0.0,0.0,0.0,0.0,0.0,246.7289719626168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,381.81818181818187,0.0,0.0,0.0,0.0,0.0,218.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,408.849557522124,0.0,0.0,0.0,0.0,0.0,191.15044247787606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,434.48275870273716,0.0,0.0,0.0,0.0,0.0,165.5172412972629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,481.9672131108503,0.0,0.0,0.0,0.0,0.0,118.03278688914972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,524.9999999418,0.0,0.0,0.0,0.0,0.0,75.00000005820003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,564.179104477612,0.0,0.0,0.0,0.0,0.0,35.820895522388064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,97.67441860465117,0.0,0.0,0.0,0.0,0.0,0.0,502.3255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,182.60869565217394,0.0,0.0,0.0,0.0,0.0,0.0,417.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,257.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,342.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,291.0891089108911,0.0,0.0,0.0,0.0,0.0,0.0,308.91089108910893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,323.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,276.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,353.27102803738313,0.0,0.0,0.0,0.0,0.0,0.0,246.7289719626168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,381.81818181818187,0.0,0.0,0.0,0.0,0.0,0.0,218.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,408.849557522124,0.0,0.0,0.0,0.0,0.0,0.0,191.15044247787606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,434.48275870273716,0.0,0.0,0.0,0.0,0.0,0.0,165.5172412972629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,481.9672131108503,0.0,0.0,0.0,0.0,0.0,0.0,118.03278688914972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,524.9999999418,0.0,0.0,0.0,0.0,0.0,0.0,75.00000005820003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,564.179104477612,0.0,0.0,0.0,0.0,0.0,0.0,35.820895522388064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,97.67441860465117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.3255813953488,0.0,0.0,0.0,0.0,0.0,0.0
37,182.60869565217394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0
38,257.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0
39,291.0891089108911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.91089108910893,0.0,0.0,0.0,0.0,0.0,0.0
40,323.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0
41,353.27102803738313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.7289719626168,0.0,0.0,0.0,0.0,0.0,0.0
42,381.81818181818187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0
43,408.849557522124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.15044247787606,0.0,0.0,0.0,0.0,0.0,0.0
44,434.48275870273716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.5172412972629,0.0,0.0,0.0,0.0,0.0,0.0
45,481.9672131108503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.03278688914972,0.0,0.0,0.0,0.0,0.0,0.0
46,524.9999999418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.00000005820003,0.0,0.0,0.0,0.0,0.0,0.0
47,564.179104477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.820895522388064,0.0,0.0,0.0,0.0,0.0,0.0
48,46.15384636599424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.8461536340058,0.0,0.0,0.0,0.0,0.0
49,94.73684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.2631578947369,0.0,0.0,0.0,0.0,0.0
50,145.94594594594594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.054054054054,0.0,0.0,0.0,0.0,0.0
51,172.60273972602738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.3972602739727,0.0,0.0,0.0,0.0,0.0
52,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0
53,228.16901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.83098591549293,0.0,0.0,0.0,0.0,0.0
54,257.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.8571428571429,0.0,0.0,0.0,0.0,0.0
55,286.95652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0434782608696,0.0,0.0,0.0,0.0,0.0
56,317.6470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.3529411764706,0.0,0.0,0.0,0.0,0.0
57,381.8181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.18181818181822,0.0,0.0,0.0,0.0,0.0
58,450.0000000036558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.9999999963441,0.0,0.0,0.0,0.0,0.0
59,522.5806451613131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.41935483868691,0.0,0.0,0.0,0.0,0.0
60,97.67441860465117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.3255813953488,0.0,0.0,0.0,0.0
61,182.60869565217394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.3913043478261,0.0,0.0,0.0,0.0
62,257.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.85714285714283,0.0,0.0,0.0,0.0
63,291.0891089108911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.91089108910893,0.0,0.0,0.0,0.0
64,323.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.9230769230769,0.0,0.0,0.0,0.0
65,353.27102803738313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.7289719626168,0.0,0.0,0.0,0.0
66,381.81818181818187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.1818181818182,0.0,0.0,0.0,0.0
67,408.849557522124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.15044247787606,0.0,0.0,0.0,0.0
68,434.48275870273716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.5172412972629,0.0,0.0,0.0,0.0
69,481.9672131108503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.03278688914972,0.0,0.0,0.0,0.0
70,524.9999999418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.00000005820003,0.0,0.0,0.0,0.0
71,564.179104477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.820895522388064,0.0,0.0,0.0,0.0
72,31.578947164218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.421052835782,0.0,0.0,0.0
73,66.6666666663464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.3333333336536,0.0,0.0,0.0
74,105.88235320292807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.1176467970719,0.0,0.0,0.0
75,127.27272727646378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.7272727235362,0.0,0.0,0.0
76,150.0000000179445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.9999999820555,0.0,0.0,0.0
77,174.19354870776291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.80645129223717,0.0,0.0,0.0
78,199.99999999780138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0000000021986,0.0,0.0,0.0
79,227.58620689655172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.41379310344826,0.0,0.0,0.0
80,257.1428567239261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.85714327607394,0.0,0.0,0.0
81,323.07692289771063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.9230771022893,0.0,0.0,0.0
82,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0
83,490.90909090909093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.09090909090911,0.0,0.0,0.0
84,60.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0
85,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0
86,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0
87,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0
88,239.99999999999932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0000000000007,0.0,0.0
89,270.00000000000097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.99999999999903,0.0,0.0
90,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0
91,329.9999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0000000000003,0.0,0.0
92,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.00000000000003,0.0,0.0
93,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
94,480.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
95,540.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999999999936,0.0,0.0
96,46.15384636599424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.8461536340058,0.0
97,94.73684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.2631578947369,0.0
98,145.94594594594594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.054054054054,0.0
99,172.60273972602738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.3972602739727,0.0
100,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
101,228.16901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.83098591549293,0.0
102,257.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.8571428571429,0.0
103,286.95652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0434782608696,0.0
104,317.6470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.3529411764706,0.0
105,381.8181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.18181818181822,0.0
106,450.0000000036558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.9999999963441,0.0
107,522.5806451613131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.41935483868691,0.0
108,46.15384636599424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.8461536340058
109,94.73684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.2631578947369
110,145.94594594594594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.054054054054
111,172.60273972602738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.3972602739727
112,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
113,228.16901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.83098591549293
114,257.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.8571428571429
115,286.95652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0434782608696
116,317.6470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.3529411764706
117,381.8181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.18181818181822
118,450.0000000036558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.9999999963441
119,522.5806451613131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.41935483868691
120,0.0,97.67441860465117,0.0,0.0,0.0,502.3255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,182.60869565217394,0.0,0.0,0.0,417.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,257.1428571428571,0.0,0.0,0.0,342.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,291.0891089108911,0.0,0.0,0.0,308.91089108910893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,323.0769230769231,0.0,0.0,0.0,276.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,353.27102803738313,0.0,0.0,0.0,246.7289719626168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,381.81818181818187,0.0,0.0,0.0,218.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,408.849557522124,0.0,0.0,0.0,191.15044247787606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,434.48275870273716,0.0,0.0,0.0,165.5172412972629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,481.9672131108503,0.0,0.0,0.0,118.03278688914972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,524.9999999418,0.0,0.0,0.0,75.00000005820003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,564.179104477612,0.0,0.0,0.0,35.820895522388064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,97.67441860465117,0.0,0.0,0.0,0.0,502.3255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,182.60869565217394,0.0,0.0,0.0,0.0,417.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,257.1428571428571,0.0,0.0,0.0,0.0,342.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,291.0891089108911,0.0,0.0,0.0,0.0,308.91089108910893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,323.0769230769231,0.0,0.0,0.0,0.0,276.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,353.27102803738313,0.0,0.0,0.0,0.0,246.7289719626168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,381.81818181818187,0.0,0.0,0.0,0.0,218.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,408.849557522124,0.0,0.0,0.0,0.0,191.15044247787606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,434.48275870273716,0.0,0.0,0.0,0.0,165.5172412972629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,481.9672131108503,0.0,0.0,0.0,0.0,118.03278688914972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,524.9999999418,0.0,0.0,0.0,0.0,75.00000005820003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,564.179104477612,0.0,0.0,0.0,0.0,35.820895522388064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,97.67441860465117,0.0,0.0,0.0,0.0,0.0,502.3255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
